83011	0	0.364583333333333	1
83013	0	0.384027777777778	1
81002	0	0.402777777777778	0
83021	0	0.425694444444444	1
80428	0	0.443055555555556	0
80206	0	0.454166666666667	0
80457	1	0.566666666666667	0
83048	1	0.597222222222222	1
83024	1	0.606944444444444	1
80207	1	0.608333333333333	0
83052	1	0.627777777777778	1
83056	1	0.669444444444444	1
83058	1	0.699305555555556	1
83055	0	0.788888888888889	1
83059	0	0.8	1
83049	0	0.845833333333333	1
83057	0	0.856944444444444	1
83069	0	0.905555555555556	1
83082	1	0.930555555555556	1
83077	0	0.939583333333333	1
83070	1	0.956944444444444	1
83071	0	0.966666666666667	1
83067	0	0.972916666666667	1
83079	0	0.977777777777778	1
83007	0	0.04375	1
78884	0	0.05625	1
83003	0	0.0659722222222222	1
83099	0	0.0951388888888889	1
83086	1	0.186111111111111	1
78810	1	0.204861111111111	1
83002	1	0.209027777777778	1
83020	1	0.220833333333333	1
83004	1	0.225	1
83006	1	0.230555555555556	1
78821	1	0.231944444444444	0
83008	1	0.238888888888889	1
83010	1	0.249305555555556	1
83014	1	0.283333333333333	1
83016	1	0.303472222222222	1
83018	1	0.324305555555556	1
