2	4	360	240	30	109	37	24	11	70
2	6	420	240	30	162	56	26	14	70
3	4	360	240	30	101	49	24	15	70
3	6	420	240	30	154	56	26	18	70
1	4	200	120	20	70	15	23	24	70
1	6	240	120	20	101	20	24	26	70
